1358 (0x54E),ERROR_INTERNAL_DB_CORRUPTION,Unable to complete the requested operation because of either a catastrophic media failure or a data structure corruption on the disk.
1359 (0x54F),ERROR_INTERNAL_ERROR,An internal error occurred.
1360 (0x550),ERROR_GENERIC_NOT_MAPPED,Generic access types were contained in an access mask which should already be mapped to nongeneric types.
1361 (0x551),ERROR_BAD_DESCRIPTOR_FORMAT,A security descriptor is not in the right format (absolute or self-relative).
1362 (0x552),ERROR_NOT_LOGON_PROCESS,The requested action is restricted for use by logon processes only. The calling process has not registered as a logon process.
1363 (0x553),ERROR_LOGON_SESSION_EXISTS,Cannot start a new logon session with an ID that is already in use.
1364 (0x554),ERROR_NO_SUCH_PACKAGE,A specified authentication package is unknown.
1365 (0x555),ERROR_BAD_LOGON_SESSION_STATE,The logon session is not in a state that is consistent with the requested operation.
1366 (0x556),ERROR_LOGON_SESSION_COLLISION,The logon session ID is already in use.
1367 (0x557),ERROR_INVALID_LOGON_TYPE,A logon request contained an invalid logon type value.
1368 (0x558),ERROR_CANNOT_IMPERSONATE,Unable to impersonate using a named pipe until data has been read from that pipe.
1369 (0x559),ERROR_RXACT_INVALID_STATE,The transaction state of a registry subtree is incompatible with the requested operation.
1370 (0x55A),ERROR_RXACT_COMMIT_FAILURE,An internal security database corruption has been encountered.
1371 (0x55B),ERROR_SPECIAL_ACCOUNT,Cannot perform this operation on built-in accounts.
1372 (0x55C),ERROR_SPECIAL_GROUP,Cannot perform this operation on this built-in special group.
1373 (0x55D),ERROR_SPECIAL_USER,Cannot perform this operation on this built-in special user.
1374 (0x55E),ERROR_MEMBERS_PRIMARY_GROUP,The user cannot be removed from a group because the group is currently the user's primary group.
1375 (0x55F),ERROR_TOKEN_ALREADY_IN_USE,The token is already in use as a primary token.
1376 (0x560),ERROR_NO_SUCH_ALIAS,The specified local group does not exist.
1377 (0x561),ERROR_MEMBER_NOT_IN_ALIAS,The specified account name is not a member of the group.
1378 (0x562),ERROR_MEMBER_IN_ALIAS,The specified account name is already a member of the group.
1379 (0x563),ERROR_ALIAS_EXISTS,The specified local group already exists.
1380 (0x564),ERROR_LOGON_NOT_GRANTED,Logon failure: the user has not been granted the requested logon type at this computer.
1381 (0x565),ERROR_TOO_MANY_SECRETS,The maximum number of secrets that may be stored in a single system has been exceeded.
1382 (0x566),ERROR_SECRET_TOO_LONG,The length of a secret exceeds the maximum length allowed.
1383 (0x567),ERROR_INTERNAL_DB_ERROR,The local security authority database contains an internal inconsistency.
1384 (0x568),ERROR_TOO_MANY_CONTEXT_IDS,During a logon attempt the user's security context accumulated too many security IDs.
1385 (0x569),ERROR_LOGON_TYPE_NOT_GRANTED,Logon failure: the user has not been granted the requested logon type at this computer.
1386 (0x56A),ERROR_NT_CROSS_ENCRYPTION_REQUIRED,A cross-encrypted password is necessary to change a user password.
1387 (0x56B),ERROR_NO_SUCH_MEMBER,A member could not be added to or removed from the local group because the member does not exist.
1388 (0x56C),ERROR_INVALID_MEMBER,A new member could not be added to a local group because the member has the wrong account type.
1389 (0x56D),ERROR_TOO_MANY_SIDS,Too many security IDs have been specified.
1390 (0x56E),ERROR_LM_CROSS_ENCRYPTION_REQUIRED,A cross-encrypted password is necessary to change this user password.
1391 (0x56F),ERROR_NO_INHERITANCE,Indicates an ACL contains no inheritable components.
1392 (0x570),ERROR_FILE_CORRUPT,The file or directory is corrupted and unreadable.
1393 (0x571),ERROR_DISK_CORRUPT,The disk structure is corrupted and unreadable.
1394 (0x572),ERROR_NO_USER_SESSION_KEY,There is no user session key for the specified logon session.
1395 (0x573),ERROR_LICENSE_QUOTA_EXCEEDED,The service being accessed is licensed for a particular number of connections. No more connections can be made to the service at this time because there are already as many connections as the service can accept.
1396 (0x574),ERROR_WRONG_TARGET_NAME,The target account name is incorrect.
1397 (0x575),ERROR_MUTUAL_AUTH_FAILED,Mutual Authentication failed. The server's password is out of date at the domain controller.
1398 (0x576),ERROR_TIME_SKEW,There is a time and/or date difference between the client and server.
1399 (0x577),ERROR_CURRENT_DOMAIN_NOT_ALLOWED,This operation cannot be performed on the current domain.
1400 (0x578),ERROR_INVALID_WINDOW_HANDLE,Invalid window handle.
1401 (0x579),ERROR_INVALID_MENU_HANDLE,Invalid menu handle.
1402 (0x57A),ERROR_INVALID_CURSOR_HANDLE,Invalid cursor handle.
1403 (0x57B),ERROR_INVALID_ACCEL_HANDLE,Invalid accelerator table handle.
1404 (0x57C),ERROR_INVALID_HOOK_HANDLE,Invalid hook handle.
1405 (0x57D),ERROR_INVALID_DWP_HANDLE,Invalid handle to a multiple-window position structure.
1406 (0x57E),ERROR_TLW_WITH_WSCHILD,Cannot create a top-level child window.
1407 (0x57F),ERROR_CANNOT_FIND_WND_CLASS,Cannot find window class.
1408 (0x580),ERROR_WINDOW_OF_OTHER_THREAD,Invalid window; it belongs to other thread.
1409 (0x581),ERROR_HOTKEY_ALREADY_REGISTERED,Hot key is already registered.
1410 (0x582),ERROR_CLASS_ALREADY_EXISTS,Class already exists.
1411 (0x583),ERROR_CLASS_DOES_NOT_EXIST,Class does not exist.
1412 (0x584),ERROR_CLASS_HAS_WINDOWS,Class still has open windows.
1413 (0x585),ERROR_INVALID_INDEX,Invalid index.
1414 (0x586),ERROR_INVALID_ICON_HANDLE,Invalid icon handle.
1415 (0x587),ERROR_PRIVATE_DIALOG_INDEX,Using private DIALOG window words.
1416 (0x588),ERROR_LISTBOX_ID_NOT_FOUND,The list box identifier was not found.
1417 (0x589),ERROR_NO_WILDCARD_CHARACTERS,No wildcards were found.
1418 (0x58A),ERROR_CLIPBOARD_NOT_OPEN,Thread does not have a clipboard open.
1419 (0x58B),ERROR_HOTKEY_NOT_REGISTERED,Hot key is not registered.
1420 (0x58C),ERROR_WINDOW_NOT_DIALOG,The window is not a valid dialog window.
1421 (0x58D),ERROR_CONTROL_ID_NOT_FOUND,Control ID not found.
1422 (0x58E),ERROR_INVALID_COMBOBOX_MESSAGE,Invalid message for a combo box because it does not have an edit control.
1423 (0x58F),ERROR_WINDOW_NOT_COMBOBOX,The window is not a combo box.
1424 (0x590),ERROR_INVALID_EDIT_HEIGHT,Height must be less than 256.
1425 (0x591),ERROR_DC_NOT_FOUND,Invalid device context (DC) handle.
1426 (0x592),ERROR_INVALID_HOOK_FILTER,Invalid hook procedure type.
1427 (0x593),ERROR_INVALID_FILTER_PROC,Invalid hook procedure.
1428 (0x594),ERROR_HOOK_NEEDS_HMOD,Cannot set nonlocal hook without a module handle.
1429 (0x595),ERROR_GLOBAL_ONLY_HOOK,This hook procedure can only be set globally.
1430 (0x596),ERROR_JOURNAL_HOOK_SET,The journal hook procedure is already installed.
1431 (0x597),ERROR_HOOK_NOT_INSTALLED,The hook procedure is not installed.
1432 (0x598),ERROR_INVALID_LB_MESSAGE,Invalid message for single-selection list box.
1433 (0x599),ERROR_SETCOUNT_ON_BAD_LB,LB_SETCOUNT sent to non-lazy list box.
1434 (0x59A),ERROR_LB_WITHOUT_TABSTOPS,This list box does not support tab stops.
1435 (0x59B),ERROR_DESTROY_OBJECT_OF_OTHER_THREAD,Cannot destroy object created by another thread.
1436 (0x59C),ERROR_CHILD_WINDOW_MENU,Child windows cannot have menus.
1437 (0x59D),ERROR_NO_SYSTEM_MENU,The window does not have a system menu.
1438 (0x59E),ERROR_INVALID_MSGBOX_STYLE,Invalid message box style.
1439 (0x59F),ERROR_INVALID_SPI_VALUE,Invalid system-wide (SPI_*) parameter.
1440 (0x5A0),ERROR_SCREEN_ALREADY_LOCKED,Screen already locked.
1441 (0x5A1),ERROR_HWNDS_HAVE_DIFF_PARENT,All handles to windows in a multiple-window position structure must have the same parent.
1442 (0x5A2),ERROR_NOT_CHILD_WINDOW,The window is not a child window.
1443 (0x5A3),ERROR_INVALID_GW_COMMAND,Invalid GW_* command.
1444 (0x5A4),ERROR_INVALID_THREAD_ID,Invalid thread identifier.
1445 (0x5A5),ERROR_NON_MDICHILD_WINDOW,Cannot process a message from a window that is not a multiple document interface (MDI) window.
1446 (0x5A6),ERROR_POPUP_ALREADY_ACTIVE,Popup menu already active.
1447 (0x5A7),ERROR_NO_SCROLLBARS,The window does not have scroll bars.
1448 (0x5A8),ERROR_INVALID_SCROLLBAR_RANGE,Scroll bar range cannot be greater than MAXLONG.
1449 (0x5A9),ERROR_INVALID_SHOWWIN_COMMAND,Cannot show or remove the window in the way specified.
1450 (0x5AA),ERROR_NO_SYSTEM_RESOURCES,Insufficient system resources exist to complete the requested service.
1451 (0x5AB),ERROR_NONPAGED_SYSTEM_RESOURCES,Insufficient system resources exist to complete the requested service.
1452 (0x5AC),ERROR_PAGED_SYSTEM_RESOURCES,Insufficient system resources exist to complete the requested service.
1453 (0x5AD),ERROR_WORKING_SET_QUOTA,Insufficient quota to complete the requested service.
1454 (0x5AE),ERROR_PAGEFILE_QUOTA,Insufficient quota to complete the requested service.
1455 (0x5AF),ERROR_COMMITMENT_LIMIT,The paging file is too small for this operation to complete.
1456 (0x5B0),ERROR_MENU_ITEM_NOT_FOUND,A menu item was not found.
1457 (0x5B1),ERROR_INVALID_KEYBOARD_HANDLE,Invalid keyboard layout handle.
1458 (0x5B2),ERROR_HOOK_TYPE_NOT_ALLOWED,Hook type not allowed.
1459 (0x5B3),ERROR_REQUIRES_INTERACTIVE_WINDOWSTATION,This operation requires an interactive window station.
1460 (0x5B4),ERROR_TIMEOUT,This operation returned because the timeout period expired.
1461 (0x5B5),ERROR_INVALID_MONITOR_HANDLE,Invalid monitor handle.
1462 (0x5B6),ERROR_INCORRECT_SIZE,Incorrect size argument.
1463 (0x5B7),ERROR_SYMLINK_CLASS_DISABLED,The symbolic link cannot be followed because its type is disabled.
1464 (0x5B8),ERROR_SYMLINK_NOT_SUPPORTED,This application does not support the current operation on symbolic links.
1465 (0x5B9),ERROR_XML_PARSE_ERROR,Windows was unable to parse the requested XML data.
1466 (0x5BA),ERROR_XMLDSIG_ERROR,An error was encountered while processing an XML digital signature.
1467 (0x5BB),ERROR_RESTART_APPLICATION,This application must be restarted.
1468 (0x5BC),ERROR_WRONG_COMPARTMENT,The caller made the connection request in the wrong routing compartment.
1469 (0x5BD),ERROR_AUTHIP_FAILURE,There was an AuthIP failure when attempting to connect to the remote host.
1470 (0x5BE),ERROR_NO_NVRAM_RESOURCES,Insufficient NVRAM resources exist to complete the requested service. A reboot might be required.
1471 (0x5BF),ERROR_NOT_GUI_PROCESS,Unable to finish the requested operation because the specified process is not a GUI process.
1500 (0x5DC),ERROR_EVENTLOG_FILE_CORRUPT,The event log file is corrupted.
1501 (0x5DD),ERROR_EVENTLOG_CANT_START,No event log file could be opened so the event logging service did not start.
1502 (0x5DE),ERROR_LOG_FILE_FULL,The event log file is full.
1503 (0x5DF),ERROR_EVENTLOG_FILE_CHANGED,The event log file has changed between read operations.
1550 (0x60E),ERROR_INVALID_TASK_NAME,The specified task name is invalid.
1551 (0x60F),ERROR_INVALID_TASK_INDEX,The specified task index is invalid.
1552 (0x610),ERROR_THREAD_ALREADY_IN_TASK,The specified thread is already joining a task.
1601 (0x641),ERROR_INSTALL_SERVICE_FAILURE,The Windows Installer Service could not be accessed. This can occur if the Windows Installer is not correctly installed. Contact your support personnel for assistance.
1602 (0x642),ERROR_INSTALL_USEREXIT,User cancelled installation.
1603 (0x643),ERROR_INSTALL_FAILURE,Fatal error during installation.
1604 (0x644),ERROR_INSTALL_SUSPEND,Installation suspended  incomplete.
1605 (0x645),ERROR_UNKNOWN_PRODUCT,This action is only valid for products that are currently installed.
1606 (0x646),ERROR_UNKNOWN_FEATURE,Feature ID not registered.
1607 (0x647),ERROR_UNKNOWN_COMPONENT,Component ID not registered.
1608 (0x648),ERROR_UNKNOWN_PROPERTY,Unknown property.
1609 (0x649),ERROR_INVALID_HANDLE_STATE,Handle is in an invalid state.
1610 (0x64A),ERROR_BAD_CONFIGURATION,The configuration data for this product is corrupt. Contact your support personnel.
1611 (0x64B),ERROR_INDEX_ABSENT,Component qualifier not present.
1612 (0x64C),ERROR_INSTALL_SOURCE_ABSENT,The installation source for this product is not available. Verify that the source exists and that you can access it.
1613 (0x64D),ERROR_INSTALL_PACKAGE_VERSION,This installation package cannot be installed by the Windows Installer service. You must install a Windows service pack that contains a newer version of the Windows Installer service.
1614 (0x64E),ERROR_PRODUCT_UNINSTALLED,Product is uninstalled.
1615 (0x64F),ERROR_BAD_QUERY_SYNTAX,SQL query syntax invalid or unsupported.
1616 (0x650),ERROR_INVALID_FIELD,Record field does not exist.
1617 (0x651),ERROR_DEVICE_REMOVED,The device has been removed.
1618 (0x652),ERROR_INSTALL_ALREADY_RUNNING,Another installation is already in progress. Complete that installation before proceeding with this install.
1619 (0x653),ERROR_INSTALL_PACKAGE_OPEN_FAILED,This installation package could not be opened. Verify that the package exists and that you can access it or contact the application vendor to verify that this is a valid Windows Installer package.
1620 (0x654),ERROR_INSTALL_PACKAGE_INVALID,This installation package could not be opened. Contact the application vendor to verify that this is a valid Windows Installer package.
1621 (0x655),ERROR_INSTALL_UI_FAILURE,There was an error starting the Windows Installer service user interface. Contact your support personnel.
1622 (0x656),ERROR_INSTALL_LOG_FAILURE,Error opening installation log file. Verify that the specified log file location exists and that you can write to it.
1623 (0x657),ERROR_INSTALL_LANGUAGE_UNSUPPORTED,The language of this installation package is not supported by your system.
1624 (0x658),ERROR_INSTALL_TRANSFORM_FAILURE,Error applying transforms. Verify that the specified transform paths are valid.
1625 (0x659),ERROR_INSTALL_PACKAGE_REJECTED,This installation is forbidden by system policy. Contact your system administrator.
1626 (0x65A),ERROR_FUNCTION_NOT_CALLED,Function could not be executed.
1627 (0x65B),ERROR_FUNCTION_FAILED,Function failed during execution.
1628 (0x65C),ERROR_INVALID_TABLE,Invalid or unknown table specified.
1629 (0x65D),ERROR_DATATYPE_MISMATCH,Data supplied is of wrong type.
1630 (0x65E),ERROR_UNSUPPORTED_TYPE,Data of this type is not supported.
1631 (0x65F),ERROR_CREATE_FAILED,The Windows Installer service failed to start. Contact your support personnel.
1632 (0x660),ERROR_INSTALL_TEMP_UNWRITABLE,The Temp folder is on a drive that is full or is inaccessible. Free up space on the drive or verify that you have write permission on the Temp folder.
1633 (0x661),ERROR_INSTALL_PLATFORM_UNSUPPORTED,This installation package is not supported by this processor type. Contact your product vendor.
1634 (0x662),ERROR_INSTALL_NOTUSED,Component not used on this computer.
1635 (0x663),ERROR_PATCH_PACKAGE_OPEN_FAILED,This update package could not be opened. Verify that the update package exists and that you can access it  or contact the application vendor to verify that this is a valid Windows Installer update package.
1636 (0x664),ERROR_PATCH_PACKAGE_INVALID,This update package could not be opened. Contact the application vendor to verify that this is a valid Windows Installer update package.
1637 (0x665),ERROR_PATCH_PACKAGE_UNSUPPORTED,This update package cannot be processed by the Windows Installer service. You must install a Windows service pack that contains a newer version of the Windows Installer service.
1638 (0x666),ERROR_PRODUCT_VERSION,Another version of this product is already installed. Installation of this version cannot continue. To configure or remove the existing version of this product  use Add/Remove Programs on the Control Panel.
1639 (0x667),ERROR_INVALID_COMMAND_LINE,Invalid command line argument. Consult the Windows Installer SDK for detailed command line help.
1640 (0x668),ERROR_INSTALL_REMOTE_DISALLOWED,Only administrators have permission to add  remove  or configure server software during a Terminal services remote session. If you want to install or configure software on the server  contact your network administrator.
1641 (0x669),ERROR_SUCCESS_REBOOT_INITIATED,The requested operation completed successfully. The system will be restarted so the changes can take effect.
1642 (0x66A),ERROR_PATCH_TARGET_NOT_FOUND,The upgrade cannot be installed by the Windows Installer service because the program to be upgraded may be missing  or the upgrade may update a different version of the program. Verify that the program to be upgraded exists on your computer and that you have the correct upgrade.
1643 (0x66B),ERROR_PATCH_PACKAGE_REJECTED,The update package is not permitted by software restriction policy.
1644 (0x66C),ERROR_INSTALL_TRANSFORM_REJECTED,One or more customizations are not permitted by software restriction policy.
1645 (0x66D),ERROR_INSTALL_REMOTE_PROHIBITED,The Windows Installer does not permit installation from a Remote Desktop Connection.
1646 (0x66E),ERROR_PATCH_REMOVAL_UNSUPPORTED,Uninstallation of the update package is not supported.
1647 (0x66F),ERROR_UNKNOWN_PATCH,The update is not applied to this product.
1648 (0x670),ERROR_PATCH_NO_SEQUENCE,No valid sequence could be found for the set of updates.
1649 (0x671),ERROR_PATCH_REMOVAL_DISALLOWED,Update removal was disallowed by policy.
1650 (0x672),ERROR_INVALID_PATCH_XML,The XML update data is invalid.
1651 (0x673),ERROR_PATCH_MANAGED_ADVERTISED_PRODUCT,Windows Installer does not permit updating of managed advertised products. At least one feature of the product must be installed before applying the update.
1652 (0x674),ERROR_INSTALL_SERVICE_SAFEBOOT,The Windows Installer service is not accessible in Safe Mode. Please try again when your computer is not in Safe Mode or you can use System Restore to return your machine to a previous good state.
1653 (0x675),ERROR_FAIL_FAST_EXCEPTION,A fail fast exception occurred. Exception handlers will not be invoked and the process will be terminated immediately.
1654 (0x676),ERROR_INSTALL_REJECTED,The app that you are trying to run is not supported on this version of Windows.
